0383
DTN_SAN008
yyyy/MM/dd hh:mm:ss,DFINAL (mm),QFINAL (l/s),VFINAL (m/s)
2023-09-29 01:25:00,98.51,18.28322,0.6499999
2023-09-29 01:30:00,98.78,18.35543,0.6499999
2023-09-29 01:35:00,98.67,18.04408,0.64
2023-09-29 01:40:00,97.77,17.80848,0.64
2023-09-29 01:45:00,97.75,16.96873,0.61
2023-09-29 01:50:00,95.39,16.38316,0.61
2023-09-29 01:55:00,97.51,17.18617,0.62
2023-09-29 02:00:00,95.75,16.47206,0.61
2023-09-29 02:05:00,94.41,16.67038,0.63
2023-09-29 02:10:00,93.61,15.68372,0.6
2023-09-29 02:15:00,160.33,8.957695,0.16
2023-09-29 02:20:00,90.57,14.70591,0.59
2023-09-29 02:25:00,92,15.04162,0.59
2023-09-29 02:30:00,93.25,15.85697,0.61
2023-09-29 02:35:00,95.51,16.68185,0.62
2023-09-29 02:40:00,95.99,16.80233,0.62
2023-09-29 02:45:00,95.84,16.49428,0.61
2023-09-29 02:50:00,95.27,16.62162,0.62
2023-09-29 02:55:00,94.07,16.05775,0.61
2023-09-29 03:00:00,100.69,11.90052,0.41
2023-09-29 03:05:00,98.86,16.68051,0.59
2023-09-29 03:10:00,97.21,16.28233,0.59
2023-09-29 03:15:00,95.31,15.8269,0.59
2023-09-29 03:20:00,93.71,15.44601,0.59
2023-09-29 03:25:00,94.57,15.91541,0.6
2023-09-29 03:30:00,95.13,16.05143,0.6
2023-09-29 03:35:00,95.26,16.08301,0.6
2023-09-29 03:40:00,94.79,15.96885,0.6
2023-09-29 03:45:00,94.57,15.91541,0.6
2023-09-29 03:50:00,93.44,15.38207,0.59
2023-09-29 03:55:00,94.93,15.73614,0.59
2023-09-29 04:00:00,95.68,15.91527,0.59
2023-09-29 04:05:00,95.61,16.16802,0.6
2023-09-29 04:10:00,95.46,14.51842,0.54
2023-09-29 04:15:00,94.12,15.54311,0.59
2023-09-29 04:20:00,94.13,15.80896,0.6
2023-09-29 04:25:00,99.72,17.74806,0.62
2023-09-29 04:30:00,97.15,17.37079,0.63
2023-09-29 04:35:00,96.04,17.08608,0.63
2023-09-29 04:40:00,95.95,17.06313,0.63
2023-09-29 04:45:00,94.92,16.80044,0.63
2023-09-29 04:50:00,95.08,16.84125,0.63
2023-09-29 04:55:00,95.37,16.37822,0.61
2023-09-29 05:00:00,128.46,11.0856,0.27
2023-09-29 05:05:00,108.05,16.05501,0.5
2023-09-29 05:10:00,106.63,19.85007,0.63
2023-09-29 05:15:00,105.68,20.22031,0.6499999
2023-09-29 05:20:00,106.21,20.36531,0.6499999
2023-09-29 05:25:00,105.59,19.57428,0.63
2023-09-29 05:30:00,104.28,19.2275,0.63
2023-09-29 05:35:00,148.19,13.04681,0.26
